"x","y","band7","band5","band3","class"
371070,-180630,0.217226639389992,0.217108711600304,0.0889768972992897,bekas_terbakar
371100,-180840,0.216967165470123,0.215740591287613,0.0902271345257759,bekas_terbakar
371010,-180750,0.216802075505257,0.22095362842083,0.0977048948407173,bekas_terbakar
371370,-180000,0.216778486967087,0.211588993668556,0.0826077833771706,bekas_terbakar
371310,-180300,0.216495394706726,0.216636940836906,0.0891891866922379,bekas_terbakar
371460,-180030,0.216424629092216,0.219160929322243,0.0840939059853554,bekas_terbakar
371190,-180750,0.21628312766552,0.211329519748688,0.0851318463683128,bekas_terbakar
371310,-180600,0.216188743710518,0.212249487638474,0.0862405300140381,bekas_terbakar
371100,-180450,0.216023653745651,0.213947847485542,0.093600369989872,bekas_terbakar
371280,-179820,0.215764179825783,0.208522498607635,0.083810843527317,bekas_terbakar
371400,-180000,0.215740591287613,0.213664785027504,0.0855564326047897,bekas_terbakar
371190,-180690,0.215622618794441,0.210904911160469,0.0886466354131699,bekas_terbakar
371370,-180060,0.215599045157433,0.210881322622299,0.080437570810318,bekas_terbakar
371340,-180090,0.215504691004753,0.22258123755455,0.0895666256546974,bekas_terbakar
371340,-180030,0.215433940291405,0.21628312766552,0.0846600383520126,bekas_terbakar
371010,-180210,0.215221643447876,0.221048012375832,0.0917840003967285,bekas_terbakar
371280,-180090,0.215032920241356,0.223170965909958,0.0931757837533951,bekas_terbakar
371400,-180240,0.214962169528008,0.215174466371536,0.0849667116999626,bekas_terbakar
371250,-180330,0.214867785573006,0.209583982825279,0.0889533013105392,bekas_terbakar
371010,-180810,0.214726269245148,0.220175206661224,0.093600369989872,bekas_terbakar
371310,-180270,0.214702695608139,0.216920003294945,0.082537017762661,bekas_terbakar
371310,-180570,0.214702695608139,0.2140893638134,0.0874907746911049,bekas_terbakar
371310,-180210,0.214655518531799,0.220835700631142,0.0938598588109016,bekas_terbakar
371190,-180720,0.214655518531799,0.212178707122803,0.0863348841667175,bekas_terbakar
371130,-180690,0.214561134576797,0.216920003294945,0.0908168479800224,bekas_terbakar
371040,-180750,0.214490383863449,0.2178635597229,0.0917368158698082,bekas_terbakar
371310,-180000,0.21427808701992,0.213759139180183,0.0817585736513138,bekas_terbakar
371250,-179790,0.213995024561882,0.213051497936249,0.0852025896310806,bekas_terbakar
371460,-180000,0.213995024561882,0.210220858454704,0.0798950120806694,bekas_terbakar
371160,-180690,0.213924258947372,0.212202280759811,0.090864010155201,bekas_terbakar
371040,-180780,0.213924258947372,0.218453258275986,0.0923737362027168,bekas_terbakar
371070,-180330,0.213877096772194,0.216141581535339,0.0898261144757271,bekas_terbakar
371250,-180540,0.213853508234024,0.211235180497169,0.0865707769989967,bekas_terbakar
371400,-180030,0.213782712817192,0.214914992451668,0.0845892727375031,bekas_terbakar
371010,-180720,0.213735550642014,0.219326019287109,0.0977520942687988,bekas_terbakar
371250,-180570,0.213688373565674,0.210881322622299,0.0844713300466537,bekas_terbakar
371310,-180240,0.213523238897324,0.215339571237564,0.088387131690979,bekas_terbakar
371370,-180240,0.213523238897324,0.215339571237564,0.0888825133442879,bekas_terbakar
371400,-180270,0.213381737470627,0.216967165470123,0.0855800285935402,bekas_terbakar
371280,-179850,0.213358148932457,0.214773446321487,0.0842354446649551,bekas_terbakar
371130,-180540,0.213310971856117,0.211117222905159,0.0884107276797295,bekas_terbakar
371400,-180300,0.213193014264107,0.208145067095757,0.0806734561920166,bekas_terbakar
371310,-180540,0.213027879595757,0.209466025233269,0.0884815156459808,bekas_terbakar
371490,-180030,0.213004291057587,0.206328749656677,0.0768048316240311,bekas_terbakar
371430,-180120,0.213004291057587,0.208145067095757,0.0769699439406395,bekas_terbakar
371010,-180240,0.213004291057587,0.213523238897324,0.0917368158698082,bekas_terbakar
371190,-180480,0.212980702519417,0.215834930539131,0.0879625603556633,bekas_terbakar
371340,-180240,0.21279202401638,0.21406577527523,0.0900148078799248,bekas_terbakar
371220,-180720,0.212721228599548,0.210433170199394,0.0833626389503479,bekas_terbakar
371400,-180180,0.212556138634682,0.212225869297981,0.0803432017564774,bekas_terbakar
371190,-180540,0.212556138634682,0.213853508234024,0.0868302658200264,bekas_terbakar
371100,-180510,0.212508961558342,0.209914222359657,0.0904630273580551,bekas_terbakar
371070,-180600,0.21248534321785,0.221967935562134,0.0909348055720329,bekas_terbakar
371040,-180720,0.212438181042671,0.211990013718605,0.0924209132790565,bekas_terbakar
371340,-180150,0.212343826889992,0.21283920109272,0.0878917500376701,bekas_terbakar
371040,-180240,0.212320253252983,0.21260330080986,0.0887645706534386,bekas_terbakar
371040,-180840,0.212320253252983,0.21262688934803,0.0912414416670799,bekas_terbakar
371100,-180600,0.212296664714813,0.215646207332611,0.0872076898813248,bekas_terbakar
371250,-180600,0.212273076176643,0.211706951260567,0.084707222878933,bekas_terbakar
371070,-180810,0.212273076176643,0.215622618794441,0.0907932594418526,bekas_terbakar
371070,-180510,0.212202280759811,0.211636170744896,0.0900384038686752,bekas_terbakar
371340,-180210,0.212107941508293,0.222486898303032,0.0909819528460503,bekas_terbakar
371250,-180690,0.212084352970123,0.210786983370781,0.0840231254696846,bekas_terbakar
371310,-180030,0.212037190794945,0.214348837733269,0.0850846543908119,bekas_terbakar
371280,-180060,0.211990013718605,0.220033690333366,0.0861461535096169,bekas_terbakar
371010,-180690,0.211848467588425,0.219727054238319,0.0936947613954544,bekas_terbakar
371370,-180270,0.211824879050255,0.211400270462036,0.0853913351893425,bekas_terbakar
371190,-180630,0.211683332920074,0.213995024561882,0.0835749283432961,bekas_terbakar
371040,-180390,0.211494654417038,0.212107941508293,0.0881984531879425,bekas_terbakar
371220,-180780,0.211423859000206,0.210291624069214,0.0823482945561409,bekas_terbakar
371340,-180270,0.211329519748688,0.210433170199394,0.0852261930704117,bekas_terbakar
371280,-180240,0.211305931210518,0.209843456745148,0.0865707769989967,bekas_terbakar
371340,-179970,0.211235180497169,0.207012832164764,0.0832446962594986,bekas_terbakar
371040,-180270,0.21118800342083,0.215481117367744,0.0882220342755318,bekas_terbakar
371310,-180330,0.211140796542168,0.220623403787613,0.087750218808651,bekas_terbakar
371280,-180600,0.21102286875248,0.209300890564919,0.0833862125873566,bekas_terbakar
371070,-180450,0.210928529500961,0.210975706577301,0.0932465270161629,bekas_terbakar
371130,-180570,0.210857748985291,0.21248534321785,0.0870897471904755,bekas_terbakar
371370,-179970,0.210716232657433,0.208357378840446,0.0838344171643257,bekas_terbakar
371040,-180690,0.210692644119263,0.215551868081093,0.0902978926897049,bekas_terbakar
371370,-180180,0.210527509450912,0.212202280759811,0.0872076898813248,bekas_terbakar
371250,-180480,0.210338786244392,0.210268035531044,0.0857923254370689,bekas_terbakar
371280,-180270,0.210268035531044,0.210904911160469,0.086995393037796,bekas_terbakar
371250,-180510,0.210197284817696,0.209654748439789,0.0872076898813248,bekas_terbakar
371160,-180720,0.210173696279526,0.205927759408951,0.0840703099966049,bekas_terbakar
371100,-180690,0.210032150149345,0.215834930539131,0.0880568996071815,bekas_terbakar
371490,-180060,0.210008561611176,0.208616852760315,0.0786211937665939,bekas_terbakar
371160,-180630,0.209914222359657,0.215433940291405,0.0851789936423302,bekas_terbakar
371160,-180180,0.209749087691307,0.210834160447121,0.0837164670228958,bekas_terbakar
371100,-180540,0.209701910614967,0.211046457290649,0.0899676382541656,bekas_terbakar
371310,-180150,0.209583982825279,0.218453258275986,0.092538870871067,bekas_terbakar
371250,-180420,0.209583982825279,0.214136570692062,0.0855092704296112,bekas_terbakar
370980,-180720,0.209513202309608,0.218689143657684,0.094944953918457,bekas_terbakar
371250,-180720,0.209489613771439,0.20918296277523,0.0801544860005379,bekas_terbakar
371220,-180630,0.209442436695099,0.209961384534836,0.0832682773470879,bekas_terbakar
371040,-180600,0.20941886305809,0.215457528829575,0.0899912044405937,bekas_terbakar
371130,-180600,0.20941886305809,0.210409581661224,0.0856979787349701,bekas_terbakar
371070,-181050,0.20939527451992,0.218358889222145,0.0940249860286713,bekas_terbakar
371250,-180450,0.209348097443581,0.205621108412743,0.0843062102794647,bekas_terbakar
371310,-180510,0.209348097443581,0.210315212607384,0.0878681987524033,bekas_terbakar
371370,-180150,0.209300890564919,0.212768405675888,0.0827493220567703,bekas_terbakar
371190,-180090,0.209277302026749,0.208263024687767,0.0831031501293182,bekas_terbakar
371100,-180570,0.2092065513134,0.209536790847778,0.0860989913344383,bekas_terbakar
371160,-180780,0.209088623523712,0.210999295115471,0.0831739157438278,bekas_terbakar
371070,-180720,0.208923488855362,0.215127259492874,0.0896137803792953,bekas_terbakar
371100,-180630,0.208829149603844,0.212178707122803,0.0858395174145699,bekas_terbakar
371070,-180750,0.208805561065674,0.215787753462791,0.0880568996071815,bekas_terbakar
371010,-180270,0.208781987428665,0.213711962103844,0.0906281247735023,bekas_terbakar
371280,-180540,0.208781987428665,0.203427359461784,0.0859102606773376,bekas_terbakar
371220,-180090,0.208758354187012,0.2140893638134,0.0898261144757271,bekas_terbakar
371100,-180480,0.208758354187012,0.211423859000206,0.0911234840750694,bekas_terbakar
371040,-180810,0.208758354187012,0.210834160447121,0.0905809625983238,bekas_terbakar
371010,-180360,0.208734780550003,0.214891374111176,0.0901327505707741,bekas_terbakar
371250,-180390,0.208546087145805,0.210315212607384,0.084801584482193,bekas_terbakar
371190,-180660,0.208498880267143,0.212178707122803,0.0835513547062874,bekas_terbakar
371040,-180630,0.208428129553795,0.212957128882408,0.0871840938925743,bekas_terbakar
371280,-180330,0.208333790302277,0.21750970184803,0.0929398834705353,bekas_terbakar
371490,-180000,0.208145067095757,0.20437091588974,0.0784324780106544,bekas_terbakar
371550,-179730,0.208121478557587,0.204040676355362,0.0754602253437042,bekas_terbakar
371310,-179850,0.208003550767899,0.205951347947121,0.0801073163747787,bekas_terbakar
371100,-180810,0.20797997713089,0.209277302026749,0.0857451632618904,bekas_terbakar
371220,-180540,0.207932770252228,0.210834160447121,0.0829616114497185,bekas_terbakar
371430,-180090,0.207909181714058,0.206965655088425,0.0758612453937531,bekas_terbakar
371280,-180360,0.20779125392437,0.213995024561882,0.0876558721065521,bekas_terbakar
371400,-180330,0.2077676653862,0.207862004637718,0.0770642980933189,bekas_terbakar
371370,-179910,0.207720503211021,0.202790483832359,0.0834805890917778,bekas_terbakar
371280,-180120,0.207720503211021,0.22116594016552,0.0964075177907944,bekas_terbakar
371070,-180210,0.207696869969368,0.209654748439789,0.0858395174145699,bekas_terbakar
371010,-180390,0.207673296332359,0.213947847485542,0.0880097076296806,bekas_terbakar
371340,-180330,0.207649707794189,0.212225869297981,0.0819236859679222,bekas_terbakar
371190,-180360,0.207649707794189,0.210739821195602,0.0865943729877472,bekas_terbakar
371340,-180510,0.2074373960495,0.20760253071785,0.0830323845148087,bekas_terbakar
371340,-179910,0.207201540470123,0.201445937156677,0.078975036740303,bekas_terbakar
371310,-179970,0.207177922129631,0.206375911831856,0.0781258121132851,bekas_terbakar
371070,-180570,0.207177922129631,0.212508961558342,0.0868538618087769,bekas_terbakar
371130,-180720,0.207154348492622,0.20779125392437,0.0829144418239594,bekas_terbakar
371340,-180360,0.207107171416283,0.215764179825783,0.0832918733358383,bekas_terbakar
371130,-180450,0.207012832164764,0.208664014935493,0.0888117551803589,bekas_terbakar
371430,-180240,0.206989243626595,0.215433940291405,0.0829852148890495,bekas_terbakar
371160,-180840,0.206894859671593,0.208781987428665,0.0849667116999626,bekas_terbakar
371310,-179880,0.206824108958244,0.206564635038376,0.079517588019371,bekas_terbakar
371160,-180750,0.206682592630386,0.206493884325027,0.084801584482193,bekas_terbakar
371280,-180450,0.206659018993378,0.211164385080338,0.0836456939578056,bekas_terbakar
371280,-179970,0.206541046500206,0.210173696279526,0.0822539404034615,bekas_terbakar
370950,-180690,0.206517457962036,0.212721228599548,0.0930578261613846,bekas_terbakar
371460,-179880,0.206446707248688,0.205196499824524,0.0779135227203369,bekas_terbakar
371040,-180540,0.206446707248688,0.210173696279526,0.0869482010602951,bekas_terbakar
371280,-180510,0.206352338194847,0.204606801271439,0.0873963907361031,bekas_terbakar
371100,-180780,0.206328749656677,0.205762624740601,0.0858159065246582,bekas_terbakar
371370,-179940,0.206281572580338,0.205432400107384,0.0813575387001038,bekas_terbakar
371430,-179910,0.206187233328819,0.202389493584633,0.0796355381608009,bekas_terbakar
371310,-180480,0.206187233328819,0.2074373960495,0.0856036245822906,bekas_terbakar
370980,-180690,0.206140071153641,0.215811342000961,0.0937419086694717,bekas_terbakar
371370,-180030,0.206092864274979,0.206281572580338,0.0760735496878624,bekas_terbakar
370980,-180450,0.206022098660469,0.211518242955208,0.0860282182693481,bekas_terbakar
371400,-180150,0.205927759408951,0.207272306084633,0.0749412700533867,bekas_terbakar
371250,-180750,0.205904170870781,0.207059994339943,0.0801780819892883,bekas_terbakar
371280,-180150,0.205857008695602,0.211541816592216,0.0908876061439514,bekas_terbakar
371280,-179880,0.20580980181694,0.207696869969368,0.0815462544560432,bekas_terbakar
371280,-180690,0.205762624740601,0.201799750328064,0.077488899230957,bekas_terbakar
371010,-180630,0.205644696950912,0.214726269245148,0.0854856744408607,bekas_terbakar
371010,-180600,0.205526739358902,0.206375911831856,0.0880097076296806,bekas_terbakar
370950,-180600,0.205243676900864,0.211258769035339,0.0887409746646881,bekas_terbakar
371040,-180510,0.205220088362694,0.208027139306068,0.0887645706534386,bekas_terbakar
371220,-180450,0.205125749111176,0.205998510122299,0.084353394806385,bekas_terbakar
371460,-180090,0.205078586935997,0.203026369214058,0.0743515342473984,bekas_terbakar
371280,-180480,0.205031380057335,0.20293202996254,0.085650771856308,bekas_terbakar
371040,-180570,0.205031380057335,0.209654748439789,0.0862876921892166,bekas_terbakar
371250,-179850,0.205007791519165,0.209961384534836,0.0841882526874542,bekas_terbakar
371130,-180780,0.204960614442825,0.206069275736809,0.0835749283432961,bekas_terbakar
371310,-180450,0.204819113016129,0.208546087145805,0.0831031501293182,bekas_terbakar
371130,-180210,0.204795524477959,0.213027879595757,0.0809093490242958,bekas_terbakar
371070,-180480,0.204795524477959,0.208711192011833,0.0879389569163322,bekas_terbakar
371280,-180570,0.204771906137466,0.200195729732513,0.0830087885260582,bekas_terbakar
370800,-180690,0.204771906137466,0.232181757688522,0.108744688332081,bekas_terbakar
371130,-180840,0.204653978347778,0.206092864274979,0.0824898332357407,bekas_terbakar
371490,-179730,0.204559624195099,0.201092123985291,0.0780550464987755,bekas_terbakar
371280,-180420,0.204512432217598,0.205974936485291,0.0809093490242958,bekas_terbakar
371190,-180450,0.204512432217598,0.208498880267143,0.0861225873231888,bekas_terbakar
370980,-180360,0.204488843679428,0.207932770252228,0.0883635804057121,bekas_terbakar
371520,-179880,0.204441666603088,0.198709681630135,0.0743987038731575,bekas_terbakar
371190,-180330,0.204252988100052,0.203450947999954,0.083622120320797,bekas_terbakar
371430,-179880,0.203969895839691,0.204064264893532,0.0802488550543785,bekas_terbakar
371220,-180420,0.203922718763351,0.204842686653137,0.0851554051041603,bekas_terbakar
371400,-179970,0.203899130225182,0.203073546290398,0.0809093490242958,bekas_terbakar
371070,-180540,0.203899130225182,0.208994254469872,0.0885522738099098,bekas_terbakar
370950,-180630,0.203851968050003,0.209772676229477,0.088080495595932,bekas_terbakar
371070,-181170,0.203804790973663,0.22114235162735,0.0962187722325325,bekas_terbakar
371160,-180360,0.203734040260315,0.211683332920074,0.0846128687262535,bekas_terbakar
371130,-180750,0.203734040260315,0.207366645336151,0.0821360051631927,bekas_terbakar
370860,-180750,0.203663244843483,0.219090133905411,0.101833038032055,bekas_terbakar
371070,-180690,0.203545317053795,0.215363144874573,0.0859102606773376,bekas_terbakar
371220,-180330,0.203427359461784,0.211282342672348,0.0848487615585327,bekas_terbakar
371010,-180300,0.203309431672096,0.211990013718605,0.0879861414432526,bekas_terbakar
371130,-180810,0.203309431672096,0.202507421374321,0.0805555135011673,bekas_terbakar
371310,-179820,0.203238666057587,0.199039906263351,0.0773473754525185,bekas_terbakar
371070,-180180,0.203167885541916,0.20923013985157,0.0868302658200264,bekas_terbakar
371460,-180150,0.203144297003746,0.204040676355362,0.0751299858093262,bekas_terbakar
371280,-180630,0.203002780675888,0.199865505099297,0.0774181485176086,bekas_terbakar
370980,-180330,0.202979192137718,0.213900685310364,0.0880333036184311,bekas_terbakar
370980,-180600,0.202625349164009,0.201634660363197,0.0844005644321442,bekas_terbakar
370980,-180750,0.2025545835495,0.218170195817947,0.0920906513929367,bekas_terbakar
371010,-180330,0.202436670660973,0.218146622180939,0.0886230170726776,bekas_terbakar
371430,-179970,0.202389493584633,0.20904141664505,0.0810744762420654,bekas_terbakar
371010,-180660,0.202389493584633,0.204677551984787,0.0851789936423302,bekas_terbakar
371310,-179940,0.202342286705971,0.200809061527252,0.0782909542322159,bekas_terbakar
370920,-180570,0.202342286705971,0.208711192011833,0.0882456004619598,bekas_terbakar
371280,-180000,0.202318698167801,0.20923013985157,0.0800365433096886,bekas_terbakar
371340,-180480,0.202271535992622,0.203710421919823,0.0823011249303818,bekas_terbakar
371190,-180810,0.202247947454453,0.203073546290398,0.0800837352871895,bekas_terbakar
371190,-180060,0.202200770378113,0.205668285489082,0.0795883536338806,bekas_terbakar
371160,-180810,0.202177181839943,0.202979192137718,0.0802724435925484,bekas_terbakar
371460,-179970,0.202130019664764,0.201257213950157,0.0725587531924248,bekas_terbakar
371070,-180870,0.202130019664764,0.209796264767647,0.085674375295639,bekas_terbakar
371280,-180300,0.202106401324272,0.210928529500961,0.0881040915846825,bekas_terbakar
371220,-180810,0.202082812786102,0.202601760625839,0.0780786424875259,bekas_terbakar
370980,-180780,0.201988473534584,0.218854248523712,0.0898968577384949,bekas_terbakar
371340,-179880,0.201894134283066,0.201658234000206,0.077158659696579,bekas_terbakar
371070,-180240,0.201894134283066,0.206847697496414,0.081782154738903,bekas_terbakar
371160,-180660,0.201894134283066,0.206564635038376,0.0865000188350677,bekas_terbakar
371160,-180870,0.201799750328064,0.211636170744896,0.0820416361093521,bekas_terbakar
371160,-180210,0.201752588152885,0.20583339035511,0.082772895693779,bekas_terbakar
371040,-180360,0.201752588152885,0.214561134576797,0.0838580131530762,bekas_terbakar
371550,-179880,0.201728999614716,0.197176411747932,0.071709543466568,bekas_terbakar
371250,-180660,0.201705411076546,0.194699630141258,0.075601764023304,bekas_terbakar
371100,-180870,0.201658234000206,0.209065034985542,0.0858159065246582,bekas_terbakar
370980,-180210,0.201516687870026,0.208498880267143,0.0866415351629257,bekas_terbakar
371070,-181080,0.201469525694847,0.215457528829575,0.0944024175405502,bekas_terbakar
370980,-180540,0.201422348618507,0.213735550642014,0.0839051902294159,bekas_terbakar
371340,-180450,0.201375186443329,0.203356593847275,0.0788570791482925,bekas_terbakar
371100,-180720,0.201375186443329,0.21102286875248,0.0837636515498161,bekas_terbakar
371040,-180120,0.201280802488327,0.203828379511833,0.0849667116999626,bekas_terbakar
371130,-180150,0.201280802488327,0.202082812786102,0.0832682773470879,bekas_terbakar
371070,-180390,0.201280802488327,0.211895644664764,0.0850610584020615,bekas_terbakar
371100,-180660,0.201210051774979,0.205597534775734,0.0811216607689857,bekas_terbakar
371340,-180300,0.201186463236809,0.20781484246254,0.0784324780106544,bekas_terbakar
371190,-180870,0.20111571252346,0.204913452267647,0.0808621644973755,bekas_terbakar
371190,-180840,0.201092123985291,0.203215092420578,0.0815462544560432,bekas_terbakar
371130,-180660,0.20095057785511,0.197813287377357,0.0839287862181664,bekas_terbakar
371400,-179940,0.20090340077877,0.201728999614716,0.0795411691069603,bekas_terbakar
370980,-180300,0.200832650065422,0.205479562282562,0.0874671787023544,bekas_terbakar
370950,-180570,0.200809061527252,0.208923488855362,0.0861461535096169,bekas_terbakar
370830,-180900,0.20078544318676,0.221755638718605,0.107447281479836,bekas_terbakar
371040,-180180,0.200573176145554,0.210645467042923,0.0840703099966049,bekas_terbakar
371520,-179850,0.200525969266891,0.197294339537621,0.0732664316892624,bekas_terbakar
371220,-180660,0.200525969266891,0.203875541687012,0.0780550464987755,bekas_terbakar
371100,-181200,0.200408041477203,0.215103670954704,0.093529611825943,bekas_terbakar
371580,-179730,0.200360864400864,0.195006281137466,0.0724879875779152,bekas_terbakar
371520,-179820,0.200266525149345,0.196256443858147,0.0724408030509949,bekas_terbakar
371220,-179790,0.200172156095505,0.211730539798737,0.0799421891570091,bekas_terbakar
371340,-179940,0.200124979019165,0.202790483832359,0.0775124952197075,bekas_terbakar
371220,-180270,0.200101390480995,0.204724729061127,0.0886938199400902,bekas_terbakar
370980,-180480,0.200077801942825,0.212886363267899,0.0827964916825294,bekas_terbakar
371370,-179880,0.200030639767647,0.205573901534081,0.0813339576125145,bekas_terbakar
371250,-180270,0.200007051229477,0.205455988645554,0.0875615254044533,bekas_terbakar
371490,-179820,0.199841916561127,0.201139286160469,0.0724879875779152,bekas_terbakar
371310,-180420,0.199841916561127,0.205267265439034,0.0812160074710846,bekas_terbakar
371010,-180570,0.199841916561127,0.211659744381905,0.0864528343081474,bekas_terbakar
371280,-180210,0.199818328022957,0.205149337649345,0.0837164670228958,bekas_terbakar
371370,-180300,0.199818328022957,0.201398760080338,0.0722520872950554,bekas_terbakar
371550,-179760,0.199747577309608,0.197884082794189,0.0728890001773834,bekas_terbakar
370950,-180480,0.199747577309608,0.213263764977455,0.0887881517410278,bekas_terbakar
371220,-180120,0.199723958969116,0.203922718763351,0.0805791094899178,bekas_terbakar
371370,-180330,0.199723958969116,0.200148567557335,0.0730069503188133,bekas_terbakar
371370,-180420,0.199700370430946,0.208687603473663,0.0827021226286888,bekas_terbakar
371250,-179970,0.199676781892776,0.20937168598175,0.0831267461180687,bekas_terbakar
371160,-180450,0.199653193354607,0.203427359461784,0.0835513547062874,bekas_terbakar
371190,-180180,0.199606031179428,0.196940526366234,0.0791401565074921,bekas_terbakar
371160,-180120,0.199582442641258,0.198002010583878,0.0760735496878624,bekas_terbakar
370380,-180030,0.199535265564919,0.207154348492622,0.0949921384453773,bekas_terbakar
371490,-179850,0.19951169192791,0.194628834724426,0.0727710574865341,bekas_terbakar
370920,-180630,0.199417307972908,0.213004291057587,0.0865707769989967,bekas_terbakar
371190,-180780,0.199252218008041,0.206706181168556,0.0799893736839294,bekas_terbakar
371070,-180270,0.199228629469872,0.20937168598175,0.0821595788002014,bekas_terbakar
370950,-180450,0.19913424551487,0.207248717546463,0.0852733552455902,bekas_terbakar
371100,-180180,0.199110671877861,0.209701910614967,0.0846364721655846,bekas_terbakar
371220,-180180,0.199087083339691,0.198025599122047,0.0839051902294159,bekas_terbakar
371100,-180300,0.199087083339691,0.210810571908951,0.0808385759592056,bekas_terbakar
371220,-179940,0.199039906263351,0.208121478557587,0.0833390429615974,bekas_terbakar
370890,-180750,0.198992744088173,0.213287353515625,0.0941665321588516,bekas_terbakar
371250,-180210,0.198921948671341,0.199983432888985,0.0824190601706505,bekas_terbakar
371040,-180300,0.198898360133171,0.212768405675888,0.0856272131204605,bekas_terbakar
371250,-180090,0.198874771595001,0.213688373565674,0.0860282182693481,bekas_terbakar
370980,-180420,0.198827609419823,0.203710421919823,0.0809329450130463,bekas_terbakar
370980,-180570,0.198827609419823,0.210008561611176,0.0861697569489479,bekas_terbakar
371070,-180120,0.198780432343483,0.201776161789894,0.0819236859679222,bekas_terbakar
371280,-180030,0.198733270168304,0.206659018993378,0.077701210975647,bekas_terbakar
371040,-180870,0.198686093091965,0.21590568125248,0.087703064084053,bekas_terbakar
371010,-181080,0.198686093091965,0.212721228599548,0.0931757837533951,bekas_terbakar
371280,-180660,0.198615297675133,0.202059224247932,0.0781022310256958,bekas_terbakar
371250,-180780,0.198520958423615,0.205149337649345,0.0781022310256958,bekas_terbakar
371130,-180630,0.198426619172096,0.205031380057335,0.0819000899791718,bekas_terbakar
371220,-180870,0.198403030633926,0.198544546961784,0.0776540338993073,bekas_terbakar
371250,-180300,0.198379412293434,0.206375911831856,0.0873492285609245,bekas_terbakar
